COLOR,BLOCK,LOT,"PROPERTY
ADDRESS",ADDRESS,TIER,STATUS,District,MBLR
small_red,1227,24,600 STANYAN ST,"600 STANYAN ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5,SF1227024
small_red,4700,52,135 KISKA RD,"135 KISKA RD,SAN FRANCISCO CA",2,Non-Compliant,10,SF4700052
small_red,1452,46,376 21ST AV,"376 21ST AV,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",1,SF1452046
small_red,4715,12,40 OSCEOLA LN,"40 OSCEOLA LN,SAN FRANCISCO CA",2,Non-Compliant,10,SF4715012
small_red,1462,23,490 31ST AV,"490 31ST AV,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",1,SF1462023
small_red,3641,74,2700 FOLSOM ST,"2700 FOLSOM ST,SAN FRANCISCO CA",2,Non-Compliant,9,SF3641074
small_red,1422,45,230 12TH AV,"230 12TH AV,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",1,SF1422045
small_red,3650,50,240 CHATTANOOGA ST,"240 CHATTANOOGA ST,SAN FRANCISCO CA",2,Non-Compliant,8,SF3650050
small_red,1452,47,359 20TH AV,"359 20TH AV,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",1,SF1452047
small_red,6514,1,3407 24TH ST,"3407 24TH ST,SAN FRANCISCO CA",2,Non-Compliant,8,SF6514001
small_red,5615,70,3315 MISSION ST,"3315 MISSION ST,SAN FRANCISCO CA",2,Non-Compliant,9,SF5615070
small_red,1465,18,430 34TH AV,"430 34TH AV,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",1,SF1465018
small_red,6122,21,3070 SAN BRUNO AV,"3070 SAN BRUNO AV,SAN FRANCISCO CA",2,Non-Compliant,9,SF6122021
small_red,1361,47,237 ARGUELLO BL,"237 ARGUELLO BL,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",1,SF1361047
small_red,3608,32,65 LIBERTY ST,"65 LIBERTY ST,SAN FRANCISCO CA",2,Non-Compliant,8,SF3608032
small_red,1381,12,175 21ST AV,"175 21ST AV,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",1,SF1381012
small_red,3610,55,513 CAPP ST,"513 CAPP ST,SAN FRANCISCO CA",2,Non-Compliant,9,SF3610055
small_red,1412,14,295 21ST AV,"295 21ST AV,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",1,SF1412014
small_red,1365,1,401 LAKE ST,"401 LAKE ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,SF1365001
small_red,3606,1,3809 20TH ST,"3809 20TH ST,SAN FRANCISCO CA",2,Non-Compliant,8,SF3606001
small_red,1379,41,174 20TH AV,"174 20TH AV,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",1,SF1379041
small_red,1058,1,50 LUPINE AV,"50 LUPINE AV,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,SF1058001
small_red,1457,42,423 25TH AV,"423 25TH AV,SAN FRANCISCO CA",2,Non-Compliant,1,SF1457042
small_red,1067,46,395 EUCLID AV,"395 EUCLID AV,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,SF1067046
small_yellow,103,24,149 JASPER PL,"149 JASPER PL,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",3,SF0103024
small_red,1459,33,6324 GEARY BL,"6324 GEARY BL,SAN FRANCISCO CA",2,Non-Compliant,1,SF1459033
small_red,1079,18,2345 POST ST,"2345 POST ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5,SF1079018
small_yellow,103,29,114 JASPER PL,"114 JASPER PL,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",3,SF0103029
small_red,1402,49,360 32ND AV,"360 32ND AV,SAN FRANCISCO CA",2,Non-Compliant,1,SF1402049
small_red,1065,54,100 PARKER AV,"100 PARKER AV,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,SF1065054
small_yellow,98,6,1074 UNION ST,"1074 UNION ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",2,SF0098006
small_red,1446,48,1345 CLEMENT ST,"1345 CLEMENT ST,SAN FRANCISCO CA",2,Non-Compliant,1,SF1446048
small_red,1066,50,435 EUCLID AV,"435 EUCLID AV ,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,SF1066050
small_yellow,100,45,865 FILBERT ST,"865 FILBERT ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",3,SF0100045
small_red,1668,1,801 25TH AV,"801 25TH AV,SAN FRANCISCO CA",2,Non-Compliant,1,SF1668001
small_red,1103,13,70 TERRA VISTA AV,"70 TERRA VISTA AV,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,SF1103013
small_red,1671,1,801 28TH AV,"801 28TH AV,SAN FRANCISCO CA",2,Non-Compliant,1,SF1671001
small_red,1151,7,801 BAKER ST,"801 BAKER ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5,SF1151007
small_red,1474,21,464 43RD AV,"464 43RD AV,SAN FRANCISCO CA",2,Non-Compliant,1,SF1474021
small_red,1079,4,2230 GEARY BL,"2230 GEARY BL,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5,SF1079004
small_yellow,105,51,100 ALTA ST,"100 ALTA ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",3,SF0105051
small_red,1505,39,7555 GEARY BL,"7555 GEARY BL,SAN FRANCISCO CA",2,Non-Compliant,1,SF1505039
small_red,1102,1,1261 BRODERICK ST,"1261 BRODERICK ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,SF1102001
small_yellow,106,034D,40 ALTA ST,"40 ALTA ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",3,SF0106034D
small_red,1065,53,3220 GEARY BL,"3220 GEARY BL,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,SF1065053
small_yellow,96,43,1267 FILBERT ST,"1267 FILBERT ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",2,SF0096043
small_red,1065,51,455 EUCLID AV,"455 EUCLID AV,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,SF1065051
small_yellow,97,10,1120 UNION ST,"1120 UNION ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",2,SF0097010
small_yellow,93,25,1021 GREENWICH ST,"1021 GREENWICH ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",2,SF0093025
small_yellow,0094C,101,1101 GREENWICH ST,"1101 GREENWICH ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",2,SF0094C101
small_red,1733,1,1601 LINCOLN WY,"1601 LINCOLN WY,SAN FRANCISCO CA",2,Non-Compliant,4,SF1733001
small_red,1736,39,1300 IRVING ST,"1300 IRVING ST,SAN FRANCISCO CA",2,Non-Compliant,5,SF1736039
small_red,1843,51,1421 10TH AV,"1421 10TH AV,SAN FRANCISCO CA",2,Non-Compliant,7,SF1843051
small_red,1167,43,756 ARGUELLO BL,"756 ARGUELLO BL,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",1,SF1167043
small_yellow,122,30,1158 GREEN ST,"1158 GREEN ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",3,SF0122030
small_red,1846,19,1495 07TH AV,"1495 07TH AV,SAN FRANCISCO CA",2,Non-Compliant,5,SF1846019
small_red,1167,42,2750 MCALLISTER ST,"2750 MCALLISTER ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",1,SF1167042
small_yellow,122,027C,1129 UNION ST,"1129 UNION ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",3,SF0122027C
small_red,1775,51,1500 JUDAH ST,"1500 JUDAH ST,SAN FRANCISCO CA",2,Non-Compliant,4,SF1775051
small_red,1154,006A,1600 GOLDEN GATE AV,"1600 GOLDEN GATE AV,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5,SF1154006A
small_yellow,121,11,1900 LEAVENWORTH ST,"1900 LEAVENWORTH ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",3,SF0121011
small_red,1833,014A,1640 KIRKHAM ST,"1640 KIRKHAM ST,SAN FRANCISCO CA",2,Non-Compliant,4,SF1833014A
small_red,1155,24,998 DIVISADERO ST,"998 DIVISADERO ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5,SF1155024
small_yellow,121,12,1928 LEAVENWORTH ST,"1928 LEAVENWORTH ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",3,SF0121012
small_red,2449,26,2690 GREAT HY,"2690 GREAT HY,SAN FRANCISCO CA",2,Non-Compliant,4,SF2449026
small_red,1219,1,291 BRODERICK ST,"291 BRODERICK ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5,SF1219001
small_red,2623,10,2450 MARKET ST,"2450 MARKET ST,SAN FRANCISCO CA",2,Non-Compliant,8,SF2623010
small_red,1894,57,1576 GREAT HY,"1576 GREAT HY,SAN FRANCISCO CA",2,Non-Compliant,4,SF1894057
small_red,1168,27,860 ARGUELLO BL,"860 ARGUELLO BL,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",1,SF1168027
small_yellow,125,10,1274 VALLEJO ST,"1274 VALLEJO ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",3,SF0125010
small_red,2378,35,2444 GREAT HY,"2444 GREAT HY,SAN FRANCISCO CA",2,Non-Compliant,4,SF2378035
small_red,1212,11,2030 FELL ST,"2030 FELL ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5,SF1212011
small_yellow,106,34,50 ALTA ST,"50 ALTA ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",3,SF0106034
small_red,1153,6,1700 GOLDEN GATE AV,"1700 GOLDEN GATE AV,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5,SF1153006
small_yellow,119,9,802 GREEN ST,"802 GREEN ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",3,SF0119009
small_red,1742,14,1275 08TH AV,"1275 08TH AV,SAN FRANCISCO CA",2,Non-Compliant,5,SF1742014
small_red,1154,1,1701 TURK ST,"1701 TURK ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5,SF1154001
small_yellow,120,15,1950 JONES ST,"1950 JONES ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",3,SF0120015
small_yellow,113,15,280 GREEN ST,"280 GREEN ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",3,SF0113015
small_red,1152,19,1888 GOLDEN GATE AV,"1888 GOLDEN GATE AV,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5,SF1152019
small_yellow,118,7,1615 POWELL ST,"1615 POWELL ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",3,SF0118007
small_red,187,27,1371 JACKSON ST,"1371 JACKSON ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,SF0187027
small_red,187,10,1440 WASHINGTON ST,"1440 WASHINGTON ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,SF0187010
small_red,184,9,1312 JACKSON ST,"1312 JACKSON ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,SF0184009
small_red,184,10,1324 JACKSON ST,"1324 JACKSON ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,SF0184010
small_red,156,3,1635 JONES ST,"1635 JONES ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,SF0156003
small_red,182,8,1120 JACKSON ST,"1120 JACKSON ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,SF0182008
small_red,183,17,1290 JACKSON ST,"1290 JACKSON ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,SF0183017
small_red,183,3,1537 JONES ST,"1537 JONES ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,SF0183003
small_red,182,4,1441 TAYLOR ST,"1441 TAYLOR ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,SF0182004
small_red,182,36,1100 JACKSON ST,"1100 JACKSON ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,SF0182036
small_red,219,4,1201 LEAVENWORTH ST,"1201 LEAVENWORTH ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,SF0219004
small_red,216,1,1355 LEAVENWORTH ST,"1355 LEAVENWORTH ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,SF0216001
small_red,218,19,1595 CLAY ST,"1595 CLAY ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,SF0218019
small_red,189,18,1456 JONES ST,"1456 JONES ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,SF0189018
small_red,190,16,1380 TAYLOR ST,"1380 TAYLOR ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,SF0190016
small_red,187,37,1429 LEAVENWORTH ST,"1429 LEAVENWORTH ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,SF0187037
small_red,216,9,1440 CLAY ST,"1440 CLAY ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,SF0216009
small_red,216,10,1450 CLAY ST,"1450 CLAY ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,SF0216010
small_red,213,16,1224 TAYLOR ST,"1224 TAYLOR ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,SF0213016
small_red,214,5,1225 TAYLOR ST,"1225 TAYLOR ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,SF0214005
small_red,6593,5,228 DUNCAN ST,"228 DUNCAN ST,SAN FRANCISCO CA",2,Non-Compliant,8,SF6593005
small_red,1544,53,629 ARGUELLO BL,"629 ARGUELLO BL,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",1,SF1544053
small_red,7546,102,105 ADDISON ST,"105 ADDISON ST,SAN FRANCISCO CA",2,Non-Compliant,8,SF7546102
small_red,1565,012G,2150 BALBOA ST,"2150 BALBOA ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",1,SF1565012G
small_red,6539,4,1450 CASTRO ST,"1450 CASTRO ST,SAN FRANCISCO CA",2,Non-Compliant,8,SF6539004
small_red,1538,39,420 07TH AV,"420 07TH AV,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",1,SF1538039
small_red,6581,45,4155 CESAR CHAVEZ ST,"4155 CESAR CHAVEZ ST,SAN FRANCISCO CA",2,Non-Compliant,8,SF6581045
small_red,1544,52,699 ARGUELLO BL,"699 ARGUELLO BL,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",1,SF1544052
small_red,7550,102,116 MORELAND ST,"116 MORELAND ST,SAN FRANCISCO CA",2,Non-Compliant,8,SF7550102
small_red,7551,102,2425 DIAMOND ST,"2425 DIAMOND ST,SAN FRANCISCO CA",2,Non-Compliant,8,SF7551102
small_red,1467,22,7100 GEARY BL,"7100 GEARY BL,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",1,SF1467022
small_red,1472,24,7630 GEARY BL,"7630 GEARY BL,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",1,SF1472024
small_red,6518,19,949 CAPP ST,"949 CAPP ST,SAN FRANCISCO CA",2,Non-Compliant,9,SF6518019
small_red,1530,33,465 14TH AV,"465 14TH AV,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",1,SF1530033
small_red,6530,001A,3465 25TH ST,"3465 25TH ST,SAN FRANCISCO CA",2,Non-Compliant,9,SF6530001A
small_red,1530,34,438 15TH AV,"438 15TH AV,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",1,SF1530034
small_red,6515,8,324 BARTLETT ST,"324 BARTLETT ST,SAN FRANCISCO CA",2,Non-Compliant,9,SF6515008
small_red,1506,1,501 38TH AV,"501 38TH AV,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",1,SF1506001
small_red,6515,23,1341 VALENCIA ST,"1341 VALENCIA ST,SAN FRANCISCO CA",2,Non-Compliant,9,SF6515023
small_red,1515,42,524 30TH AV,"524 30TH AV,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",1,SF1515042
small_red,132,46,566 VALLEJO ST,"566 VALLEJO ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,SF0132046
small_red,1735,18,1295 15TH AV,"1295 15TH AV,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5,SF1735018
small_red,133,5,1141 MONTGOMERY ST,"1141 MONTGOMERY ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,SF0133005
small_red,122,1,1955 LEAVENWORTH ST,"1955 LEAVENWORTH ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,SF0122001
small_red,1673,21,5400 FULTON ST,"5400 FULTON ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",1,SF1673021
small_red,122,36,1925 LEAVENWORTH ST,"1925 LEAVENWORTH ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,SF0122036
small_red,1701,001A,1280 GREAT HY,"1280 GREAT HY,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",4,SF1701001A
small_red,147,11,754 BROADWAY,"754 BROADWAY ,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,SF0147011
small_red,1604,29,720 41ST AV,"720 41ST AV,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",1,SF1604029
small_red,1446,19,375 14TH AV,"375 14TH AV,SAN FRANCISCO CA",2,"Work Complete ,CFC Issued",1,SF1446019
small_red,1641,23,695 03RD AV,"695 03RD AV,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",1,SF1641023
small_red,1591,005J,4740 BALBOA ST,"4740 BALBOA ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",1,SF1591005J
small_red,98,5,1048 UNION ST,"1048 UNION ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,SF0098005
small_red,1644,34,1 CABRILLO ST,"1 CABRILLO ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",1,SF1644034
small_red,113,016A,290 GREEN ST,"290 GREEN ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,SF0113016A
small_red,1671,15,2715 CABRILLO ST,"2715 CABRILLO ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",1,SF1671015
small_red,65,25,700 LOMBARD ST,"700 LOMBARD ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,SF0065025
small_red,1643,53,777 ARGUELLO BL,"777 ARGUELLO BL,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",1,SF1643053
small_red,98,2,1000 UNION ST,"1000 UNION ST,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,SF0098002
small_red,1644,33,720 02ND AV,"720 02ND AV,SAN FRANCISCO CA",2,"Work Complete, CFC Issued",1,SF1644033
small_red,856,23,115 HAIGHT ST,"115 HAIGHT ST,SAN FRANCISCO CA",2,Non-Compliant,5,SF0856023
small_red,1031,27,3151 CALIFORNIA ST,"3151 CALIFORNIA ST,SAN FRANCISCO CA",2,Non-Compliant,2,SF1031027
small_red,934,1,3155 BRODERICK ST,"3155 BRODERICK ST,SAN FRANCISCO CA",2,Non-Compliant,2,SF0934001
small_red,937,3,3101 SCOTT ST,"3101 SCOTT ST,SAN FRANCISCO CA",2,Non-Compliant,2,SF0937003
small_red,856,12,100 LAGUNA ST,"100 LAGUNA ST,SAN FRANCISCO CA",2,Non-Compliant,5,SF0856012
small_red,928,1,2101 BAY ST,"2101 BAY ST,SAN FRANCISCO CA",2,Non-Compliant,2,SF0928001
small_red,1001,23,2148 BRODERICK ST,"2148 BRODERICK ST,SAN FRANCISCO CA",2,Non-Compliant,2,SF1001023
small_red,1020,12,3398 CALIFORNIA ST,"3398 CALIFORNIA ST,SAN FRANCISCO CA",2,Non-Compliant,2,SF1020012
small_red,998,1,3201 WASHINGTON ST,"3201 WASHINGTON ST,SAN FRANCISCO CA",2,Non-Compliant,2,SF0998001
small_red,1001,21,2136 BRODERICK ST,"2136 BRODERICK ST,SAN FRANCISCO CA",2,Non-Compliant,2,SF1001021
small_red,1061,50,105 PALM AV,"105 PALM AV,SAN FRANCISCO CA",2,Non-Compliant,2,SF1061050
small_red,1145A,23,520 PARKER AV,"520 PARKER AV,SAN FRANCISCO CA",2,Non-Compliant,1,SF1145A023
small_red,1178,12,1470 FULTON ST,"1470 FULTON ST,SAN FRANCISCO CA",2,Non-Compliant,5,SF1178012
small_red,1178,27,1715 MCALLISTER ST,"1715 MCALLISTER ST,SAN FRANCISCO CA",2,Non-Compliant,5,SF1178027
small_red,1176,19,700 CENTRAL AV,"700 CENTRAL AV,SAN FRANCISCO CA",2,Non-Compliant,5,SF1176019
small_red,1177,25,644 LYON ST,"644 LYON ST,SAN FRANCISCO CA",2,Non-Compliant,5,SF1177025
small_red,1238,1,909 PAGE ST,"909 PAGE ST,SAN FRANCISCO CA",2,Non-Compliant,5,SF1238001
small_red,1368,36,136 09TH AV,"136 09TH AV,SAN FRANCISCO CA",2,Non-Compliant,1,SF1368036
small_red,1200,013B,430 BAKER ST,"430 BAKER ST,SAN FRANCISCO CA",2,Non-Compliant,5,SF1200013B
small_red,1208,7,1600 FELL ST,"1600 FELL ST,SAN FRANCISCO CA",2,Non-Compliant,5,SF1208007
small_red,755,6,1350 GOLDEN GATE AV,"1350 GOLDEN GATE AV,SAN FRANCISCO CA",2,Non-Compliant,5,SF0755006
small_red,672,4,1440 SUTTER ST,"1440 SUTTER ST,SAN FRANCISCO CA",2,Non-Compliant,2,SF0672004
small_red,754,006B,1460 GOLDEN GATE AV,"1460 GOLDEN GATE AV,SAN FRANCISCO CA",2,Non-Compliant,5,SF0754006B
small_red,617,13,2080 GOUGH ST,"2080 GOUGH ST,SAN FRANCISCO CA",2,Non-Compliant,2,SF0617013
small_red,638,4,2120 CALIFORNIA ST,"2120 CALIFORNIA ST,SAN FRANCISCO CA",2,Non-Compliant,2,SF0638004
small_red,597,19,1565 JACKSON ST,"1565 JACKSON ST,SAN FRANCISCO CA",2,Non-Compliant,3,SF0597019
small_red,652,1,2201 CALIFORNIA ST,"2201 CALIFORNIA ST,SAN FRANCISCO CA",2,Non-Compliant,2,SF0652001
small_red,665,23,1791 PINE ST,"1791 PINE ST,SAN FRANCISCO CA",2,Non-Compliant,2,SF0665023
small_red,643,10,1650 CALIFORNIA ST,"1650 CALIFORNIA ST,SAN FRANCISCO CA",2,Non-Compliant,3,SF0643010
small_red,651,32,1905 LAGUNA ST,"1905 LAGUNA ST,SAN FRANCISCO CA",2,Non-Compliant,5,SF0651032
small_red,832,5,230 OAK ST,"230 OAK ST,SAN FRANCISCO CA",2,Non-Compliant,5,SF0832005
small_red,843,8,600 PAGE ST,"600 PAGE ST,SAN FRANCISCO CA",2,Non-Compliant,5,SF0843008
small_red,808,43,465 GROVE ST,"465 GROVE ST,SAN FRANCISCO CA",2,Non-Compliant,5,SF0808043
small_red,809,4,325 FRANKLIN ST,"325 FRANKLIN ST,SAN FRANCISCO CA",2,Non-Compliant,5,SF0809004
small_red,803,5,719 FILLMORE ST,"719 FILLMORE ST,SAN FRANCISCO CA",2,Non-Compliant,5,SF0803005
small_red,803,2,745 FILLMORE ST,"745 FILLMORE ST,SAN FRANCISCO CA",2,Non-Compliant,5,SF0803002
small_red,825,35,1001 FELL ST,"1001 FELL ST,SAN FRANCISCO CA",2,Non-Compliant,5,SF0825035
small_red,828,5,600 OAK ST,"600 OAK ST,SAN FRANCISCO CA",2,Non-Compliant,5,SF0828005
small_red,809,17,351 GROVE ST,"351 GROVE ST,SAN FRANCISCO CA",2,Non-Compliant,5,SF0809017
small_red,824,5,508 SCOTT ST,"508 SCOTT ST,SAN FRANCISCO CA",2,Non-Compliant,5,SF0824005
small_yellow,535,7,2350 UNION ST,"2350 UNION ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",2,SF0535007
small_yellow,535,9,2360 UNION ST,"2360 UNION ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",2,SF0535009
small_yellow,527,020C,1575 FILBERT ST,"1575 FILBERT ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",2,SF0527020C
small_yellow,528,2,2625 FRANKLIN ST,"2625 FRANKLIN ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",2,SF0528002
small_yellow,540,38,2192 GREEN ST,"2192 GREEN ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",2,SF0540038
small_yellow,535,23,2351 FILBERT ST,"2351 FILBERT ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",2,SF0535023
small_yellow,539,015A,2264 GREEN ST,"2264 GREEN ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",2,SF0539015A
small_yellow,541,14,2828 WEBSTER ST,"2828 WEBSTER ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",2,SF0541014
small_yellow,548,5,2201 LARKIN ST,"2201 LARKIN ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",3,SF0548005
small_yellow,541,4,2006 GREEN ST,"2006 GREEN ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",2,SF0541004
small_yellow,541,011A,2060 GREEN ST,"2060 GREEN ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",2,SF0541011A
small_yellow,555,016B,2080 VALLEJO ST,"2080 VALLEJO ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",2,SF0555016B
small_yellow,555,25,1949 GREEN ST,"1949 GREEN ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",2,SF0555025
small_yellow,552,44,1665 GREEN ST,"1665 GREEN ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",2,SF0552044
small_yellow,552,10,1730 VALLEJO ST,"1730 VALLEJO ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",2,SF0552010
small_yellow,557,35,2195 GREEN ST,"2195 GREEN ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",2,SF0557035
small_yellow,562,31,2447 VALLEJO ST,"2447 VALLEJO ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",2,SF0562031
small_yellow,566,4,2617 LAGUNA ST,"2617 LAGUNA ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",2,SF0566004
small_yellow,576,11,1856 PACIFIC AV,"1856 PACIFIC AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",2,SF0576011
small_yellow,582,24,2635 FILLMORE ST,"2635 FILLMORE ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",2,SF0582024
small_yellow,572,10,1416 BROADWAY,"1416 BROADWAY ,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",3,SF0572010
small_yellow,575,7,1750 PACIFIC AV,"1750 PACIFIC AV,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",2,SF0575007
small_yellow,499,002A,1304 LOMBARD ST,"1304 LOMBARD ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",2,SF0499002A
small_yellow,500,021A,2760 POLK ST,"2760 POLK ST,SAN FRANCISCO CA",3,"Permit Submitted, CFC Required by 9/15/19",2,SF0500021A
