COLOR,BLOCK,LOT,"PROPERTY
ADDRESS",ADDRESS,TIER,STATUS,District,MBLR
small_yellow,1526,4,427 18TH AV,"427 18TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,SF1526004
small_blue,180,6,1201 POWELL ST,"1201 POWELL ST,SAN FRANCISCO CA",4,Non-Compliant,3,SF0180006
small_blue,188,15,1430 LEAVENWORTH ST,"1430 LEAVENWORTH ST,SAN FRANCISCO CA",4,Non-Compliant,3,SF0188015
small_blue,193,25,759 JACKSON ST,"759 JACKSON ST,SAN FRANCISCO CA",4,Non-Compliant,3,SF0193025
small_blue,154,7,1400 PACIFIC AV,"1400 PACIFIC AV,SAN FRANCISCO CA",4,Non-Compliant,3,SF0154007
small_blue,154,8,1406 PACIFIC AV,"1406 PACIFIC AV,SAN FRANCISCO CA",4,Non-Compliant,3,SF0154008
small_blue,159,8,916 PACIFIC AV,"916 PACIFIC AV,SAN FRANCISCO CA",4,Non-Compliant,3,SF0159008
small_blue,160,12,1300 POWELL ST,"1300 POWELL ST,SAN FRANCISCO CA",4,Non-Compliant,3,SF0160012
small_blue,212,8,1001 POWELL ST,"1001 POWELL ST,SAN FRANCISCO CA",4,Non-Compliant,3,SF0212008
small_blue,213,11,1144 CLAY ST,"1144 CLAY ST,SAN FRANCISCO CA",4,Non-Compliant,3,SF0213011
small_blue,219,17,1485 CLAY ST,"1485 CLAY ST,SAN FRANCISCO CA",4,Non-Compliant,3,SF0219017
small_blue,278,9,1234 LARKIN ST,"1234 LARKIN ST,SAN FRANCISCO CA",4,Non-Compliant,3,SF0278009
small_blue,453,10,3062 POLK ST,"3062 POLK ST,SAN FRANCISCO CA",4,Non-Compliant,2,SF0453010
small_blue,0464A,2,3481 PIERCE ST,"3481 PIERCE ST,SAN FRANCISCO CA",4,Non-Compliant,2,SF0464A002
small_blue,318,12,570 O'FARRELL ST,"570 O'FARRELL ST,SAN FRANCISCO CA",4,Non-Compliant,6,SF0318012
small_blue,0417B,12,3800 SCOTT ST,"3800 SCOTT ST,SAN FRANCISCO CA",4,Non-Compliant,2,SF0417B012
small_blue,0438A,3,3775 FILLMORE ST,"3775 FILLMORE ST,SAN FRANCISCO CA",4,Non-Compliant,2,SF0438A003
small_blue,0440B,12,3730 SCOTT ST,"3730 SCOTT ST,SAN FRANCISCO CA",4,Non-Compliant,2,SF0440B012
small_blue,496,13,3110 OCTAVIA ST,"3110 OCTAVIA ST,SAN FRANCISCO CA",4,Non-Compliant,2,SF0496013
small_blue,514,1,2303 GREENWICH ST,"2303 GREENWICH ST,SAN FRANCISCO CA",4,Non-Compliant,2,SF0514001
small_blue,527,9,1510 UNION ST,"1510 UNION ST,SAN FRANCISCO CA",4,Non-Compliant,2,SF0527009
small_blue,533,22,3020 FILLMORE ST,"3020 FILLMORE ST,SAN FRANCISCO CA",4,Non-Compliant,2,SF0533022
small_blue,0466A,33,175 ALHAMBRA ST,"175 ALHAMBRA ST,SAN FRANCISCO CA",4,Non-Compliant,2,SF0466A033
small_blue,146,2,301 COLUMBUS AV,"301 COLUMBUS AV,SAN FRANCISCO CA",4,Non-Compliant,3,SF0146002
small_blue,146,5,636 BROADWAY,"636 BROADWAY ,SAN FRANCISCO CA",4,Non-Compliant,3,SF0146005
small_blue,146,1,1249 GRANT AV,"1249 GRANT AV,SAN FRANCISCO CA",4,Non-Compliant,3,SF0146001
small_yellow,4142,23,2630 22ND ST,"2630 22ND ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9,SF4142023
small_yellow,4095,31,990 DE HARO ST,"990 DE HARO ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",10,SF4095031
small_blue,807,8,560 HAYES ST,"560 HAYES ST,SAN FRANCISCO CA",4,Non-Compliant,5,SF0807008
small_yellow,4096,93,1919 20TH ST,"1919 20TH ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",10,SF4096093
small_blue,807,001B,531 OCTAVIA ST,"531 OCTAVIA ST,SAN FRANCISCO CA",4,Non-Compliant,5,SF0807001B
small_yellow,4100,45,695 CONNECTICUT ST,"695 CONNECTICUT ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",10,SF4100045
small_blue,818,1,445 OCTAVIA ST,"445 OCTAVIA ST,SAN FRANCISCO CA",4,Non-Compliant,5,SF0818001
small_yellow,4142,15,980 POTRERO AV,"980 POTRERO AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9,SF4142015
small_yellow,4150,14,2856 23RD ST,"2856 23RD ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9,SF4150014
small_blue,846,11,720 HAIGHT ST,"720 HAIGHT ST,SAN FRANCISCO CA",4,Non-Compliant,5,SF0846011
small_blue,3569,11,2056 MISSION ST,"2056 MISSION ST,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",9,SF3569011
small_yellow,4153,32,1001 HAMPSHIRE ST,"1001 HAMPSHIRE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9,SF4153032
small_blue,855,13,57A HAIGHT ST,"57A HAIGHT ST,SAN FRANCISCO CA",4,Non-Compliant,5,SF0855013
small_blue,3569,16,2090 MISSION ST,"2090 MISSION ST,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",9,SF3569016
small_yellow,4153,16,2700 23RD ST,"2700 23RD ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9,SF4153016
small_blue,871,5,1874 MARKET ST,"1874 MARKET ST,SAN FRANCISCO CA",4,Non-Compliant,8,SF0871005
small_blue,3569,78,3055 16TH ST,"3055 16TH ST,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",9,SF3569078
small_yellow,4217,12,2120 24TH ST,"2120 24TH ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",10,SF4217012
small_blue,921,1,2101 NORTH POINT ST,"2101 NORTH POINT ST,SAN FRANCISCO CA",4,Non-Compliant,2,SF0921001
small_blue,3569,017D,77 HOFF ST,"77 HOFF ST,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",9,SF3569017D
small_blue,825,15,430 SCOTT ST,"430 SCOTT ST,SAN FRANCISCO CA",4,Non-Compliant,5,SF0825015
small_blue,838,9,140 PAGE ST,"140 PAGE ST,SAN FRANCISCO CA",4,Non-Compliant,5,SF0838009
small_yellow,4146,31,927 ALABAMA ST,"927 ALABAMA ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9,SF4146031
small_blue,839,6,201 OCTAVIA ST,"201 OCTAVIA ST,SAN FRANCISCO CA",4,Non-Compliant,5,SF0839006
small_yellow,4148,025A,2625 HARRISON ST,"2625 HARRISON ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9,SF4148025A
small_blue,844,37,756 PAGE ST,"756 PAGE ST,SAN FRANCISCO CA",4,Non-Compliant,5,SF0844037
small_blue,3569,20,25 HOFF ST,"25 HOFF ST,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",9,SF3569020
small_blue,3579,22,3697 17TH ST,"3697 17TH ST,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",8,SF3579022
small_yellow,4259,18,1367 RHODE ISLAND ST,"1367 RHODE ISLAND ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",10,SF4259018
small_blue,940,2,2943 BAKER ST,"2943 BAKER ST,SAN FRANCISCO CA",4,Non-Compliant,2,SF0940002
small_blue,3575,44,200 CAPP ST,"200 CAPP ST,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",9,SF3575044
small_yellow,4271,25,2959 HARRISON ST,"2959 HARRISON ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9,SF4271025
small_blue,0977C,1,2872 JACKSON ST,"2872 JACKSON ST ,SAN FRANCISCO CA",4,Non-Compliant,2,SF0977C001
small_blue,3575,11,654 SOUTH VAN NESS AV,"654 SOUTH VAN NESS AV,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",9,SF3575011
small_yellow,4273,13,2950 26TH ST,"2950 26TH ST ,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9,SF4273013
small_blue,3576,32,3434 18TH ST,"3434 18TH ST,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",9,SF3576032
small_yellow,4275,012E,2810 26TH ST,"2810 26TH ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9,SF4275012E
small_blue,3576,52,3466 18TH ST,"3466 18TH ST,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",9,SF3576052
small_yellow,4281A,4,1418 RHODE ISLAND ST,"1418 RHODE ISLAND ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",10,SF4281A004
small_blue,1090,1,205 COLLINS ST,"205 COLLINS ST,SAN FRANCISCO CA",4,Non-Compliant,1,SF1090001
small_blue,3580,25,3888 18TH ST,"3888 18TH ST,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",8,SF3580025
small_yellow,4335,4,2815 BRYANT ST,"2815 BRYANT ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9,SF4335004
small_blue,1102,15,240 ST JOSEPHS AV,"240 ST JOSEPHS AV,SAN FRANCISCO CA",4,Non-Compliant,2,SF1102015
small_blue,3580,11,3800 18TH ST,"3800 18TH ST,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",8,SF3580011
small_yellow,4338,27,3037 HARRISON ST,"3037 HARRISON ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9,SF4338027
small_blue,1204,29,1375 HAYES ST,"1375 HAYES ST,SAN FRANCISCO CA",4,Non-Compliant,5,SF1204029
small_blue,3582,57,4092 18TH ST,"4092 18TH ST,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",8,SF3582057
small_yellow,4713,9,25 ROSIE LEE LN,"25 ROSIE LEE LN,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",10,SF4713009
small_blue,1205,24,360 BAKER ST,"360 BAKER ST,SAN FRANCISCO CA",4,Non-Compliant,5,SF1205024
small_blue,3587,15,696 GUERRERO ST,"696 GUERRERO ST,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",8,SF3587015
small_blue,1024,1,3001 SACRAMENTO ST,"3001 SACRAMENTO ST,SAN FRANCISCO CA",4,Non-Compliant,2,SF1024001
small_yellow,4276,32,1358 POTRERO AV,"1358 POTRERO AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9,SF4276032
small_blue,1025,12,2832 CALIFORNIA ST,"2832 CALIFORNIA ST,SAN FRANCISCO CA",4,Non-Compliant,2,SF1025012
small_yellow,4276,19,1350 POTRERO AV,"1350 POTRERO AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9,SF4276019
small_blue,1028,6,1901 DIVISADERO ST,"1901 DIVISADERO ST,SAN FRANCISCO CA",4,Non-Compliant,2,SF1028006
small_blue,3580,27,479 SANCHEZ ST,"479 SANCHEZ ST,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",8,SF3580027
small_yellow,4280,26,1414 KANSAS ST,"1414 KANSAS ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",10,SF4280026
small_blue,1050,19,1842 DIVISADERO ST,"1842 DIVISADERO ST,SAN FRANCISCO CA",4,Non-Compliant,2,SF1050019
small_blue,3580,31,455 SANCHEZ ST,"455 SANCHEZ ST,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",8,SF3580031
small_blue,1019,7,3400 CALIFORNIA ST,"3400 CALIFORNIA ST,SAN FRANCISCO CA",4,Non-Compliant,2,SF1019007
small_blue,573,12,2032 POLK ST,"2032 POLK ST,SAN FRANCISCO CA",4,Non-Compliant,3,SF0573012
small_blue,546,55,1556 GREEN ST,"1556 GREEN ST,SAN FRANCISCO CA",4,Non-Compliant,2,SF0546055
small_blue,550,24,2350 VAN NESS AV,"2350 VAN NESS AV,SAN FRANCISCO CA",4,Non-Compliant,3,SF0550024
small_blue,551,9,1614 VALLEJO ST,"1614 VALLEJO ST,SAN FRANCISCO CA",4,Non-Compliant,2,SF0551009
small_blue,570,1,2259 VAN NESS AV,"2259 VAN NESS AV,SAN FRANCISCO CA",4,Non-Compliant,2,SF0570001
small_blue,604,27,2285 WEBSTER ST,"2285 WEBSTER ST,SAN FRANCISCO CA",4,Non-Compliant,2,SF0604027
small_blue,606,2,2443 FILLMORE ST,"2443 FILLMORE ST,SAN FRANCISCO CA",4,Non-Compliant,2,SF0606002
small_blue,621,14,1618 POLK ST,"1618 POLK ST,SAN FRANCISCO CA",4,Non-Compliant,3,SF0621014
small_blue,653,23,2050 FILLMORE ST,"2050 FILLMORE ST,SAN FRANCISCO CA",4,Non-Compliant,2,SF0653023
small_blue,580,007A,2240 PACIFIC AV,"2240 PACIFIC AV,SAN FRANCISCO CA",4,Non-Compliant,2,SF0580007A
small_blue,597,1,1747 LARKIN ST,"1747 LARKIN ST,SAN FRANCISCO CA",4,Non-Compliant,3,SF0597001
small_blue,681,1,1635 PIERCE ST,"1635 PIERCE ST,SAN FRANCISCO CA",4,Non-Compliant,5,SF0681001
small_blue,684,42,1961 SUTTER ST,"1961 SUTTER ST,SAN FRANCISCO CA",4,Non-Compliant,5,SF0684042
small_blue,686,45,1628 POST ST,"1628 POST ST,SAN FRANCISCO CA",4,Non-Compliant,5,SF0686045
small_blue,692,12,1086 POST ST,"1086 POST ST,SAN FRANCISCO CA",4,Non-Compliant,3,SF0692012
small_yellow,4085,20,2844 21ST ST,"2844 21ST ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9,SF4085020
small_blue,803,3,733 FILLMORE ST,"733 FILLMORE ST,SAN FRANCISCO CA",4,Non-Compliant,5,SF0803003
small_yellow,4086,6,2258 BRYANT ST,"2258 BRYANT ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9,SF4086006
small_blue,804,20,869 GROVE ST,"869 GROVE ST,SAN FRANCISCO CA",4,Non-Compliant,,SF0804020
small_yellow,4086,006B,2266 BRYANT ST,"2266 BRYANT ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9,SF4086006B
small_blue,807,7,552 HAYES ST,"552 HAYES ST,SAN FRANCISCO CA",4,Non-Compliant,5,SF0807007
small_yellow,4094,65,813 KANSAS ST,"813 KANSAS ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",10,SF4094065
small_blue,807,4,500 HAYES ST,"500 HAYES ST,SAN FRANCISCO CA",4,Non-Compliant,5,SF0807004
small_blue,730,45,1652 EDDY ST,"1652 EDDY ST,SAN FRANCISCO CA",4,Non-Compliant,5,SF0730045
small_blue,774,13,1028 STEINER ST,"1028 STEINER ST ,SAN FRANCISCO CA",4,Non-Compliant,,SF0774013
small_yellow,4074,11,766 KANSAS ST,"766 KANSAS ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",10,SF4074011
small_blue,793,26,471 FULTON ST,"471 FULTON ST,SAN FRANCISCO CA",4,Non-Compliant,5,SF0793026
small_yellow,6501,52,695 GRAND VIEW AV,"695 GRAND VIEW AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,SF6501052
small_blue,3726,5,132 06TH ST,"132 06TH ST,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",6,SF3726005
small_blue,3728,6,156 08TH ST,"156 08TH ST,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",6,SF3728006
small_yellow,6520,7,2840 FOLSOM ST,"2840 FOLSOM ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9,SF6520007
small_blue,2001,24,1798 GREAT HY,"1798 GREAT HY,SAN FRANCISCO CA",4,Non-Compliant,4,SF2001024
small_blue,6468A,1,10 FLORENTINE AV,"10 FLORENTINE AV,SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",11,SF6468A001
small_blue,3763,22,479 03RD ST,"479 03RD ST,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",6,SF3763022
small_yellow,6524,019A,3150 26TH ST,"3150 26TH ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9,SF6524019A
small_blue,2347,11,816 TARAVAL ST,"816 TARAVAL ST,SAN FRANCISCO CA",4,Non-Compliant,7,SF2347011
small_blue,6516,23,307 BARTLETT ST,"307 BARTLETT ST,SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",9,SF6516023
small_blue,3777,26,146 FREELON ST,"146 FREELON ST,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",6,SF3777026
small_yellow,6524,1,1200 TREAT AV,"1200 TREAT AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9,SF6524001
small_blue,6516,005A,2852 MISSION ST,"2852 MISSION ST,SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",9,SF6516005A
small_blue,4086,006A,2262 BRYANT ST,"2262 BRYANT ST,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",9,SF4086006A
small_yellow,6525,31,1119 SHOTWELL ST,"1119 SHOTWELL ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9,SF6525031
small_blue,6534,21,1269 DOLORES ST,"1269 DOLORES ST,SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",8,SF6534021
small_blue,4086,006C,2270 BRYANT ST,"2270 BRYANT ST,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",9,SF4086006C
small_yellow,6508,6,216 JERSEY ST,"216 JERSEY ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,SF6508006
small_blue,1766,1,1001 IRVING ST,"1001 IRVING ST,SAN FRANCISCO CA",4,Non-Compliant,5,SF1766001
small_blue,3731,83,152 RUSS ST,"152 RUSS ST,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",6,SF3731083
small_yellow,6511,27,1147 DOLORES ST,"1147 DOLORES ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,SF6511027
small_blue,1802,8,1355 47TH AV,"1355 47TH AV,SAN FRANCISCO CA",4,Non-Compliant,4,SF1802008
small_blue,3775,58,104 SOUTH PARK,"104 SOUTH PARK ,SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",6,SF3775058
small_blue,3732,130,973 HOWARD ST,"973 HOWARD ST,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",6,SF3732130
small_yellow,6511,1,306 FAIR OAKS ST,"306 FAIR OAKS ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,SF6511001
small_blue,1803,001A,1306 LA PLAYA,"1306 LA PLAYA,SAN FRANCISCO CA",4,Non-Compliant,4,SF1803001A
small_blue,4086,4,2230 BRYANT ST,"2230 BRYANT ST,SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",9,SF4086004
small_blue,3753,84,277 SHIPLEY ST,"277 SHIPLEY ST,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",6,SF3753084
small_yellow,6519,39,1311 SOUTH VAN NESS AV,"1311 SOUTH VAN NESS AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9,SF6519039
small_blue,1823,53,2521 JUDAH ST,"2521 JUDAH ST,SAN FRANCISCO CA",4,Non-Compliant,4,SF1823053
small_blue,5438,43,2527 SAN BRUNO AV,"2527 SAN BRUNO AV,SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",9,SF5438043
small_blue,3755,111,172 LANGTON ST,"172 LANGTON ST,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",6,SF3755111
small_blue,1654,018B,3500 FULTON ST,"3500 FULTON ST,SAN FRANCISCO CA",4,Non-Compliant,1,SF1654018B
small_blue,1677,011C,895 34TH AV,"895 34TH AV,SAN FRANCISCO CA",4,Non-Compliant,1,SF1677011C
small_yellow,6505,1,4205 24TH ST,"4205 24TH ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,SF6505001
small_blue,1706,1,1201 44TH AV,"1201 44TH AV,SAN FRANCISCO CA",4,Non-Compliant,4,SF1706001
small_yellow,6505,25,578 JERSEY ST,"578 JERSEY ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,SF6505025
small_blue,1751,23,131 HUGO ST,"131 HUGO ST,SAN FRANCISCO CA",4,Non-Compliant,5,SF1751023
small_blue,3729,48,744 CLEMENTINA ST,"744 CLEMENTINA ST,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",6,SF3729048
small_blue,6554,24,1601 CASTRO ST,"1601 CASTRO ST,SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",8,SF6554024
small_blue,4146,1,900 FLORIDA ST,"900 FLORIDA ST,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",9,SF4146001
small_blue,6569,3,3018 MISSION ST,"3018 MISSION ST,SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",9,SF6569003
small_blue,6691,8,3798 MISSION ST,"3798 MISSION ST,SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",8,SF6691008
small_yellow,6554,1,301 CLIPPER ST,"301 CLIPPER ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,SF6554001
small_blue,7535,100,1 GOLD MINE DR,"1 GOLD MINE DR,SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",8,SF7535100
small_blue,5843,13,346 ALEMANY BL,"346 ALEMANY BL,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",9,SF5843013
small_yellow,6565,18,3962 CESAR CHAVEZ ST,"3962 CESAR CHAVEZ ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,SF6565018
small_blue,40,11,350 FRANCISCO ST,"350 FRANCISCO ST,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",3,SF0040011
small_blue,6404,12,1239 GENEVA AV,"1239 GENEVA AV,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",11,SF6404012
small_yellow,6567,22,1349 DOLORES ST,"1349 DOLORES ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,SF6567022
small_blue,41,10,424 FRANCISCO ST,"424 FRANCISCO ST,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",3,SF0041010
small_blue,6507,1,4001 24TH ST,"4001 24TH ST,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",8,SF6507001
small_blue,50,9,2412 JONES ST,"2412 JONES ST,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",3,SF0050009
small_blue,6509,1,3805 24TH ST,"3805 24TH ST,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",8,SF6509001
small_yellow,6533,23,479 FAIR OAKS ST,"479 FAIR OAKS ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,SF6533023
small_blue,6692,1,3800 MISSION ST,"3800 MISSION ST,SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",8,SF6692001
small_blue,5358,25,5172 03RD ST,"5172 03RD ST,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",10,SF5358025
small_yellow,6534,35,1201 DOLORES ST,"1201 DOLORES ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,SF6534035
small_blue,6803,1,4204 MISSION ST,"4204 MISSION ST,SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",11,SF6803001
small_blue,5615,52,3201 MISSION ST,"3201 MISSION ST,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",9,SF5615052
small_yellow,6539,10,4232 25TH ST,"4232 25TH ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,SF6539010
small_blue,6956,36,4782 MISSION ST,"4782 MISSION ST,SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",11,SF6956036
small_blue,5642,50,16 VIRGINIA AV,"16 VIRGINIA AV,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",9,SF5642050
small_yellow,6542,1,4601 25TH ST,"4601 25TH ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,SF6542001
small_blue,6964,7,2255 SAN JOSE AV,"2255 SAN JOSE AV,SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",11,SF6964007
small_blue,5684,18,1000 CORTLAND AV,"1000 CORTLAND AV,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",9,SF5684018
small_yellow,6531,020A,371 SAN JOSE AV,"371 SAN JOSE AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,SF6531020A
small_yellow,6531,20,383 SAN JOSE AV,"383 SAN JOSE AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,SF6531020
small_blue,4146,15,980 FLORIDA ST,"980 FLORIDA ST,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",9,SF4146015
small_yellow,6532,21,1393 GUERRERO ST,"1393 GUERRERO ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,SF6532021
small_blue,4715,13,30 WHITFIELD CT,"30 WHITFIELD CT,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",10,SF4715013
small_yellow,4713,9,15 LILLIAN ST,"15 LILLIAN ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",10,SF4713009
small_blue,1212,1,2101 HAYES ST,"2101 HAYES ST,SAN FRANCISCO CA",4,Non-Compliant,5,SF1212001
small_blue,3587,44,513 DOLORES ST,"513 DOLORES ST,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",8,SF3587044
small_yellow,4713,9,40 BEATRICE LN,"40 BEATRICE LN,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",10,SF4713009
small_blue,3587,14,690 GUERRERO ST,"690 GUERRERO ST,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",8,SF3587014
small_yellow,4715,12,60 OSCEOLA CT,"60 OSCEOLA CT,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",10,SF4715012
small_blue,3587,6,630 GUERRERO ST,"630 GUERRERO ST,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",8,SF3587006
small_blue,3587,71,3649 18TH ST,"3649 18TH ST,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",8,SF3587071
small_yellow,5518,21,22 PRECITA AV,"22 PRECITA AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9,SF5518021
small_blue,1262,23,848 STANYAN ST,"848 STANYAN ST,SAN FRANCISCO CA",4,Non-Compliant,5,SF1262023
small_blue,3590,65,3341 18TH ST,"3341 18TH ST,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",9,SF3590065
small_yellow,5529,51,165 PERALTA AV,"165 PERALTA AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9,SF5529051
small_blue,1263,6,510 FREDERICK ST,"510 FREDERICK ST,SAN FRANCISCO CA",4,Non-Compliant,5,SF1263006
small_blue,3590,26,2265 MISSION ST,"2265 MISSION ST,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",9,SF3590026
small_yellow,5610,26,1 COLERIDGE ST,"1 COLERIDGE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9,SF5610026
small_blue,1272,5,106 PARNASSUS AV,"106 PARNASSUS AV,SAN FRANCISCO CA",4,Non-Compliant,5,SF1272005
small_blue,3590,33,2217 MISSION ST,"2217 MISSION ST,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",9,SF3590033
small_yellow,5611,029A,61 PROSPECT AV,"61 PROSPECT AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9,SF5611029A
small_blue,1371,24,4950 CALIFORNIA ST,"4950 CALIFORNIA ST,SAN FRANCISCO CA",4,Non-Compliant,,SF1371024
small_blue,3608,75,3605 20TH ST,"3605 20TH ST,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",8,SF3608075
small_yellow,4720,12,65 REUEL CT,"65 REUEL CT,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",10,SF4720012
