COLOR,BLOCK,LOT,"PROPERTY
ADDRESS",ADDRESS,TIER,STATUS,District
small_yellow,1426,002,215 07TH AV,"215 07TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1430,046,211 CORNWALL ST,"211 CORNWALL ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1442,002,305 10TH AV,"305 10TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1436,012,367 04TH AV,"367 04TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1437,002,309 05TH AV,"309 05TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1441,036,331 09TH AV,"331 09TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1442,047,320 11TH AVE,"320 11TH AVE,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1433,007,439 ARGUELLO BLVD,"439 ARGUELLO BLVD,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1434,008,335 02ND AV,"335 02ND AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1434,009,349 02ND AV,"349 02ND AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1434,047,313 02ND AVE,"313 02ND AVE,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1433,034,300 02ND AV,"300 02ND AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,3563,006,350 NOE ST,"350 NOE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8
small_yellow,3564,031,51 PROSPER ST,"51 PROSPER ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8
small_yellow,3564,080,3894 17TH ST,"3894 17TH ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8
small_yellow,3566,042,465 CHURCH ST,"465 CHURCH ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8
small_yellow,3558,033,227 SANCHEZ ST,"227 SANCHEZ ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8
small_yellow,3558,041,2057 15TH ST,"2057 15TH ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8
small_yellow,3559,006,264 SANCHEZ ST,"264 SANCHEZ ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8
small_yellow,3560,020,221 NOE ST,"221 NOE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8
small_yellow,3557,030,3362 16TH ST,"3362 16TH ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8
small_yellow,3558,070,2035 15TH ST,"2035 15TH ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8
small_yellow,1423,044,4845 CALIFORNIA ST,"4845 CALIFORNIA ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1423,001,4801 CALIFORNIA ST,"4801 CALIFORNIA ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1423,011,241 10TH AVE,"241 10TH AVE,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1421,035,5011 CALIFORNIA ST,"5011 CALIFORNIA ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,3568,045,467 GUERRERO ST,"467 GUERRERO ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8
small_yellow,1422,026,270 12TH AV,"270 12TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,3568,056,50 CAMP ST,"50 CAMP ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8
small_yellow,1422,025,274 12TH AV,"274 12TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1422,033,238 12TH AV,"238 12TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,3568,049,31 CAMP ST,"31 CAMP ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8
small_yellow,1417,001,205 16TH AV,"205 16TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,3568,034A,170 ALBION ST,"170 ALBION ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8
small_yellow,1417,034,5431 CALIFORNIA ST,"5431 CALIFORNIA ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,3568,030,132 ALBION ST,"132 ALBION ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8
small_yellow,1418,043,220 16TH AV,"220 16TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,3568,035,178 ALBION ST,"178 ALBION ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8
small_yellow,3566,006,366 DOLORES ST,"366 DOLORES ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8
small_yellow,3567,022,3564 17TH ST,"3564 17TH ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8
small_yellow,3567,038,3255 16TH ST,"3255 16TH ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8
small_yellow,1470,044,495 38TH AV,"495 38TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1471,023A,7550 GEARY BL,"7550 GEARY BL,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1466,046,477 34TH AV,"477 34TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1466,045,3315 CLEMENT ST,"3315 CLEMENT ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1466,003,423 34TH AV,"423 34TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1466,044,3333 CLEMENT ST,"3333 CLEMENT ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1463,050,453 31ST AV,"453 31ST AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1465,001D,3215 CLEMENT ST,"3215 CLEMENT ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1465,001,405 33RD AV,"405 33RD AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1466,048,447 34TH AV,"447 34TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1475,030,410 44TH AV,"410 44TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1510,021,4300 ANZA ST,"4300 ANZA ST ,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1504,023,7601 GEARY BL,"7601 GEARY BL,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1504,022,7615 GEARY BL,"7615 GEARY BL,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1507,033,518 38TH AV,"518 38TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1508,026,7201 GEARY BL,"7201 GEARY BL,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1475,033,430 44TH AV,"430 44TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1476,035,431 44TH AV,"431 44TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1483,005,195 SEAL ROCK DR,"195 SEAL ROCK DR,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1502,030,7829 GEARY BL,"7829 GEARY BL,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1452,039,318 21ST AV,"318 21ST AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1453,001,2011 CLEMENT ST,"2011 CLEMENT ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1453,008,343 21ST AV,"343 21ST AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1454,006,335 22ND AV,"335 22ND AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1447,012,355 15TH AV,"355 15TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1448,042,1525 CLEMENT ST,"1525 CLEMENT ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1449,024,370 18TH AV,"370 18TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1450,001,301 18TH AV,"301 18TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1443,029,356 12TH AV,"356 12TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1443,027,366 12TH AVE,"366 12TH AVE,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1460,023,401 28TH AV,"401 28TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1462,018,6600 GEARY BL,"6600 GEARY BL,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1462,017,491 30TH AV,"491 30TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1457,034,400 26TH AV,"400 26TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1457,016,477 25TH AV,"477 25TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1457,031,414 26TH AV,"414 26TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1460,004,494 29TH AV,"494 29TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1456,041,400 25TH AV,"400 25TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1456,006,441 24TH AV,"441 24TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1456,048,418 25TH AV,"418 25TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1530,005,421 14TH AV,"421 14TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1530,012C,495 14TH AV,"495 14TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1532,020,486 FUNSTON AV,"486 FUNSTON AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1534,044,473 10TH AV,"473 10TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1536,026,458 09TH AV,"458 09TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1536,021,1750 ANZA ST,"1750 ANZA ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1534,043,465 10TH AV,"465 10TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1534,023,1944 ANZA ST,"1944 ANZA ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1534,022,1940 ANZA ST,"1940 ANZA ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1535,006,435 09TH AV,"435 09TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1512,057,6815 GEARY BL,"6815 GEARY BL,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1512,046,6841 GEARY BL,"6841 GEARY BL,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1520,002,519 24TH AV,"519 24TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1520,009,567 24TH AV,"567 24TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1522,003,431 22ND AV,"431 22ND AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1522,015,483 22ND AV,"483 22ND AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1516,048,501 28TH AV,"501 28TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1517,006A,553 27TH AV,"553 27TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1518,011,557 26TH AV,"557 26TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1519,024,590 26TH AV,"590 26TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1522,024,466 23RD AV,"466 23RD AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1523,032,460 22ND AV,"460 22ND AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1523,031,462 22ND AV,"462 22ND AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1529,003,435 15TH AV,"435 15TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1529,004A,443 15TH AV,"443 15TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1529,006,449 15TH AV,"449 15TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1524,019,2936 ANZA ST,"2936 ANZA ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1525,009,447 19TH AV,"447 19TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1525,002,419 19TH AV,"419 19TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_yellow,1526,004,427 18TH AV,"427 18TH AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1
small_blue,0180,006,1201 POWELL ST,"1201 POWELL ST,SAN FRANCISCO CA",4,Non-Compliant,3
small_blue,0188,015,1430 LEAVENWORTH ST,"1430 LEAVENWORTH ST,SAN FRANCISCO CA",4,Non-Compliant,3
small_blue,0193,025,759 JACKSON ST,"759 JACKSON ST,SAN FRANCISCO CA",4,Non-Compliant,3
small_blue,0154,007,1400 PACIFIC AV,"1400 PACIFIC AV,SAN FRANCISCO CA",4,Non-Compliant,3
small_blue,0154,008,1406 PACIFIC AV,"1406 PACIFIC AV,SAN FRANCISCO CA",4,Non-Compliant,3
small_blue,0159,008,916 PACIFIC AV,"916 PACIFIC AV,SAN FRANCISCO CA",4,Non-Compliant,3
small_blue,0160,012,1300 POWELL ST,"1300 POWELL ST,SAN FRANCISCO CA",4,Non-Compliant,3
small_blue,0212,008,1001 POWELL ST,"1001 POWELL ST,SAN FRANCISCO CA",4,Non-Compliant,3
small_blue,0213,011,1144 CLAY ST,"1144 CLAY ST,SAN FRANCISCO CA",4,Non-Compliant,3
small_blue,0219,017,1485 CLAY ST,"1485 CLAY ST,SAN FRANCISCO CA",4,Non-Compliant,3
small_blue,0278,009,1234 LARKIN ST,"1234 LARKIN ST,SAN FRANCISCO CA",4,Non-Compliant,3
small_blue,0453,010,3062 POLK ST,"3062 POLK ST,SAN FRANCISCO CA",4,Non-Compliant,2
small_blue,0464A,002,3481 PIERCE ST,"3481 PIERCE ST,SAN FRANCISCO CA",4,Non-Compliant,2
small_blue,0318,012,570 O'FARRELL ST,"570 O'FARRELL ST,SAN FRANCISCO CA",4,Non-Compliant,6
small_blue,0417B,012,3800 SCOTT ST,"3800 SCOTT ST,SAN FRANCISCO CA",4,Non-Compliant,2
small_blue,0438A,003,3775 FILLMORE ST,"3775 FILLMORE ST,SAN FRANCISCO CA",4,Non-Compliant,2
small_blue,0440B,012,3730 SCOTT ST,"3730 SCOTT ST,SAN FRANCISCO CA",4,Non-Compliant,2
small_blue,0496,013,3110 OCTAVIA ST,"3110 OCTAVIA ST,SAN FRANCISCO CA",4,Non-Compliant,2
small_blue,0514,001,2303 GREENWICH ST,"2303 GREENWICH ST,SAN FRANCISCO CA",4,Non-Compliant,2
small_blue,0527,009,1510 UNION ST,"1510 UNION ST,SAN FRANCISCO CA",4,Non-Compliant,2
small_blue,0533,022,3020 FILLMORE ST,"3020 FILLMORE ST,SAN FRANCISCO CA",4,Non-Compliant,2
small_blue,0466A,033,175 ALHAMBRA ST,"175 ALHAMBRA ST,SAN FRANCISCO CA",4,Non-Compliant,2
small_blue,0146,002,301 COLUMBUS AV,"301 COLUMBUS AV,SAN FRANCISCO CA",4,Non-Compliant,3
small_blue,0146,005,636 BROADWAY,"636 BROADWAY ,SAN FRANCISCO CA",4,Non-Compliant,3
small_blue,0146,001,1249 GRANT AV,"1249 GRANT AV,SAN FRANCISCO CA",4,Non-Compliant,3
small_yellow,4142,023,2630 22ND ST,"2630 22ND ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9
small_yellow,4095,031,990 DE HARO ST,"990 DE HARO ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",10
small_blue,0807,008,560 HAYES ST,"560 HAYES ST,SAN FRANCISCO CA",4,Non-Compliant,5
small_yellow,4096,093,1919 20TH ST,"1919 20TH ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",10
small_blue,0807,001B,531 OCTAVIA ST,"531 OCTAVIA ST,SAN FRANCISCO CA",4,Non-Compliant,5
small_yellow,4100,045,695 CONNECTICUT ST,"695 CONNECTICUT ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",10
small_blue,0818,001,445 OCTAVIA ST,"445 OCTAVIA ST,SAN FRANCISCO CA",4,Non-Compliant,5
small_yellow,4142,015,980 POTRERO AV,"980 POTRERO AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9
small_yellow,4150,014,2856 23RD ST,"2856 23RD ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9
small_blue,0846,011,720 HAIGHT ST,"720 HAIGHT ST,SAN FRANCISCO CA",4,Non-Compliant,5
small_blue,3569,011,2056 MISSION ST,"2056 MISSION ST,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",9
small_yellow,4153,032,1001 HAMPSHIRE ST,"1001 HAMPSHIRE ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9
small_blue,0855,013,57A HAIGHT ST,"57A HAIGHT ST,SAN FRANCISCO CA",4,Non-Compliant,5
small_blue,3569,016,2090 MISSION ST,"2090 MISSION ST,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",9
small_yellow,4153,016,2700 23RD ST,"2700 23RD ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9
small_blue,0871,005,1874 MARKET ST,"1874 MARKET ST,SAN FRANCISCO CA",4,Non-Compliant,8
small_blue,3569,078,3055 16TH ST,"3055 16TH ST,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",9
small_yellow,4217,012,2120 24TH ST,"2120 24TH ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",10
small_blue,0921,001,2101 NORTH POINT ST,"2101 NORTH POINT ST,SAN FRANCISCO CA",4,Non-Compliant,2
small_blue,3569,017D,77 HOFF ST,"77 HOFF ST,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",9
small_blue,0825,015,430 SCOTT ST,"430 SCOTT ST,SAN FRANCISCO CA",4,Non-Compliant,5
small_blue,0838,009,140 PAGE ST,"140 PAGE ST,SAN FRANCISCO CA",4,Non-Compliant,5
small_yellow,4146,031,927 ALABAMA ST,"927 ALABAMA ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9
small_blue,0839,006,201 OCTAVIA ST,"201 OCTAVIA ST,SAN FRANCISCO CA",4,Non-Compliant,5
small_yellow,4148,025A,2625 HARRISON ST,"2625 HARRISON ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9
small_blue,0844,037,756 PAGE ST,"756 PAGE ST,SAN FRANCISCO CA",4,Non-Compliant,5
small_blue,3569,020,25 HOFF ST,"25 HOFF ST,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",9
small_blue,3579,022,3697 17TH ST,"3697 17TH ST,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",8
small_yellow,4259,018,1367 RHODE ISLAND ST,"1367 RHODE ISLAND ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",10
small_blue,0940,002,2943 BAKER ST,"2943 BAKER ST,SAN FRANCISCO CA",4,Non-Compliant,2
small_blue,3575,044,200 CAPP ST,"200 CAPP ST,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",9
small_yellow,4271,025,2959 HARRISON ST,"2959 HARRISON ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9
small_blue,0977C,001,2872 JACKSON ST,"2872 JACKSON ST ,SAN FRANCISCO CA",4,Non-Compliant,2
small_blue,3575,011,654 SOUTH VAN NESS AV,"654 SOUTH VAN NESS AV,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",9
small_yellow,4273,013,2950 26TH ST,"2950 26TH ST ,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9
small_blue,3576,032,3434 18TH ST,"3434 18TH ST,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",9
small_yellow,4275,012E,2810 26TH ST,"2810 26TH ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9
small_blue,3576,052,3466 18TH ST,"3466 18TH ST,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",9
small_yellow,4281A,004,1418 RHODE ISLAND ST,"1418 RHODE ISLAND ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",10
small_blue,1090,001,205 COLLINS ST,"205 COLLINS ST,SAN FRANCISCO CA",4,Non-Compliant,1
small_blue,3580,025,3888 18TH ST,"3888 18TH ST,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",8
small_yellow,4335,004,2815 BRYANT ST,"2815 BRYANT ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9
small_blue,1102,015,240 ST JOSEPHS AV,"240 ST JOSEPHS AV,SAN FRANCISCO CA",4,Non-Compliant,2
small_blue,3580,011,3800 18TH ST,"3800 18TH ST,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",8
small_yellow,4338,027,3037 HARRISON ST,"3037 HARRISON ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9
small_blue,1204,029,1375 HAYES ST,"1375 HAYES ST,SAN FRANCISCO CA",4,Non-Compliant,5
small_blue,3582,057,4092 18TH ST,"4092 18TH ST,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",8
small_yellow,4713,009,25 ROSIE LEE LN,"25 ROSIE LEE LN,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",10
small_blue,1205,024,360 BAKER ST,"360 BAKER ST,SAN FRANCISCO CA",4,Non-Compliant,5
small_blue,3587,015,696 GUERRERO ST,"696 GUERRERO ST,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",8
small_blue,1024,001,3001 SACRAMENTO ST,"3001 SACRAMENTO ST,SAN FRANCISCO CA",4,Non-Compliant,2
small_yellow,4276,032,1358 POTRERO AV,"1358 POTRERO AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9
small_blue,1025,012,2832 CALIFORNIA ST,"2832 CALIFORNIA ST,SAN FRANCISCO CA",4,Non-Compliant,2
small_yellow,4276,019,1350 POTRERO AV,"1350 POTRERO AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9
small_blue,1028,006,1901 DIVISADERO ST,"1901 DIVISADERO ST,SAN FRANCISCO CA",4,Non-Compliant,2
small_blue,3580,027,479 SANCHEZ ST,"479 SANCHEZ ST,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",8
small_yellow,4280,026,1414 KANSAS ST,"1414 KANSAS ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",10
small_blue,1050,019,1842 DIVISADERO ST,"1842 DIVISADERO ST,SAN FRANCISCO CA",4,Non-Compliant,2
small_blue,3580,031,455 SANCHEZ ST,"455 SANCHEZ ST,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",8
small_blue,1019,007,3400 CALIFORNIA ST,"3400 CALIFORNIA ST,SAN FRANCISCO CA",4,Non-Compliant,2
small_blue,0573,012,2032 POLK ST,"2032 POLK ST,SAN FRANCISCO CA",4,Non-Compliant,3
small_blue,0546,055,1556 GREEN ST,"1556 GREEN ST,SAN FRANCISCO CA",4,Non-Compliant,2
small_blue,0550,024,2350 VAN NESS AV,"2350 VAN NESS AV,SAN FRANCISCO CA",4,Non-Compliant,3
small_blue,0551,009,1614 VALLEJO ST,"1614 VALLEJO ST,SAN FRANCISCO CA",4,Non-Compliant,2
small_blue,0570,001,2259 VAN NESS AV,"2259 VAN NESS AV,SAN FRANCISCO CA",4,Non-Compliant,2
small_blue,0604,027,2285 WEBSTER ST,"2285 WEBSTER ST,SAN FRANCISCO CA",4,Non-Compliant,2
small_blue,0606,002,2443 FILLMORE ST,"2443 FILLMORE ST,SAN FRANCISCO CA",4,Non-Compliant,2
small_blue,0621,014,1618 POLK ST,"1618 POLK ST,SAN FRANCISCO CA",4,Non-Compliant,3
small_blue,0653,023,2050 FILLMORE ST,"2050 FILLMORE ST,SAN FRANCISCO CA",4,Non-Compliant,2
small_blue,0580,007A,2240 PACIFIC AV,"2240 PACIFIC AV,SAN FRANCISCO CA",4,Non-Compliant,2
small_blue,0597,001,1747 LARKIN ST,"1747 LARKIN ST,SAN FRANCISCO CA",4,Non-Compliant,3
small_blue,0681,001,1635 PIERCE ST,"1635 PIERCE ST,SAN FRANCISCO CA",4,Non-Compliant,5
small_blue,0684,042,1961 SUTTER ST,"1961 SUTTER ST,SAN FRANCISCO CA",4,Non-Compliant,5
small_blue,0686,045,1628 POST ST,"1628 POST ST,SAN FRANCISCO CA",4,Non-Compliant,5
small_blue,0692,012,1086 POST ST,"1086 POST ST,SAN FRANCISCO CA",4,Non-Compliant,3
small_yellow,4085,020,2844 21ST ST,"2844 21ST ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9
small_blue,0803,003,733 FILLMORE ST,"733 FILLMORE ST,SAN FRANCISCO CA",4,Non-Compliant,5
small_yellow,4086,006,2258 BRYANT ST,"2258 BRYANT ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9
small_blue,0804,020,869 GROVE ST,"869 GROVE ST,SAN FRANCISCO CA",4,Non-Compliant,
small_yellow,4086,006B,2266 BRYANT ST,"2266 BRYANT ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9
small_blue,0807,007,552 HAYES ST,"552 HAYES ST,SAN FRANCISCO CA",4,Non-Compliant,5
small_yellow,4094,065,813 KANSAS ST,"813 KANSAS ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",10
small_blue,0807,004,500 HAYES ST,"500 HAYES ST,SAN FRANCISCO CA",4,Non-Compliant,5
small_blue,0730,045,1652 EDDY ST,"1652 EDDY ST,SAN FRANCISCO CA",4,Non-Compliant,5
small_blue,0774,013,1028 STEINER ST,"1028 STEINER ST ,SAN FRANCISCO CA",4,Non-Compliant,
small_yellow,4074,011,766 KANSAS ST,"766 KANSAS ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",10
small_blue,0793,026,471 FULTON ST,"471 FULTON ST,SAN FRANCISCO CA",4,Non-Compliant,5
small_yellow,6501,052,695 GRAND VIEW AV,"695 GRAND VIEW AV,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8
small_blue,3726,005,132 06TH ST,"132 06TH ST,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",6
small_blue,3728,006,156 08TH ST,"156 08TH ST,SAN FRANCISCO CA",4,"Work Complete, CFC Issued",6
small_yellow,6520,007,2840 FOLSOM ST,"2840 FOLSOM ST,SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9
small_blue,2001,024,1798 GREAT HY,"1798 GREAT HY,SAN FRANCISCO CA",4,Non-Compliant,4
small_blue,6468A,001,10 FLORENTINE AV,"10 FLORENTINE AV,SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",11
